0,1
1,1
2,2
3,2
4,2
5,2
6,2
7,2
8,1
9,2
10,2
11,1
12,2
13,2
14,1
15,1
16,2
17,2
18,2
19,1
20,2
21,2
22,2
23,1
24,2
25,2
26,2
27,2
28,2
29,1
30,1
31,1
32,2
33,2
34,1
35,1
36,2
37,1
38,1
39,2
40,2
41,2
42,1
43,1
44,2
45,1
46,1
47,2
48,2
49,1
50,1
51,1
52,2
53,2
54,2
55,1
56,2
57,2
58,1
59,1
60,2
61,2
62,2
63,2
64,2
65,2
66,1
67,2
68,2
69,2
70,1
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,1
80,2
81,1
82,2
83,1
84,2
85,2
86,1
87,2
88,1
89,2
90,2
91,2
92,1
93,2
94,2
95,2
96,1
97,2
98,2
99,2
100,2
101,2
102,1
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,1
111,1
112,2
113,1
114,2
115,2
116,2
117,1
118,1
119,2
120,2
121,2
122,1
123,2
124,2
125,1
126,2
127,1
128,1
129,2
130,2
131,1
132,1
133,2
134,2
135,1
136,2
137,2
138,2
139,1
140,2
141,2
142,2
143,1
144,2
145,1
146,1
147,2
148,1
149,2
150,1
151,2
152,2
153,2
154,2
155,1
156,2
157,2
158,2
159,2
160,2
161,1
162,1
163,1
164,1
165,2
166,1
167,2
168,2
